# _tick,_time,train_seconds,step,mean_episode_return,mean_episode_step,total_loss,pg_loss,baseline_loss,entropy_loss,learner_queue_size
7866,1640195300.8375807,23638.7,20385280,2230.10009765625,676.859375,38.13679122924805,27.028844833374023,12.880637168884277,-1.7726895809173584,2
7867,1640195304.0523932,23643.7,20387840,1823.2554931640625,613.578125,3.360318660736084,-10.370731353759766,15.352707862854004,-1.6216578483581543,2
7868,1640195307.120599,23648.7,20390400,2889.887939453125,526.7507934570312,-17.197851181030273,-26.609722137451172,11.055018424987793,-1.643147587776184,1
7869,1640195310.5232353,23648.7,20392960,3023.935302734375,585.2820434570312,57.73676300048828,51.12629699707031,8.438228607177734,-1.8277640342712402,2
7870,1640195313.51252,23653.7,20395520,279.0079650878906,556.1257934570312,39.913368225097656,32.41082763671875,9.195561408996582,-1.6930179595947266,1
7871,1640195316.3979893,23658.7,20398080,6246.9599609375,578.7078247070312,32.150390625,20.3034725189209,13.34483528137207,-1.4979181289672852,2
7872,1640195319.5939608,23658.7,20400640,941.1983642578125,527.3605346679688,3.1669721603393555,-2.1326401233673096,6.794390678405762,-1.4947786331176758,1
7873,1640195322.9895582,23663.7,20403200,1465.48046875,583.5703125,54.34025192260742,44.01251220703125,12.078261375427246,-1.7505227327346802,0
7874,1640195326.53809,23668.7,20405760,1306.583740234375,642.7781372070312,42.90199279785156,25.113101959228516,19.400508880615234,-1.611617922782898,2
7875,1640195329.6229722,23668.7,20408320,1465.14306640625,684.6754150390625,-56.822906494140625,-72.8158187866211,17.550838470458984,-1.5579243898391724,3
7876,1640195332.7989852,23673.7,20410880,2232.94580078125,433.2132873535156,90.95407104492188,77.81883239746094,14.564075469970703,-1.4288347959518433,0
7877,1640195335.6108124,23673.7,20413440,7146.7197265625,640.9617309570312,-12.299497604370117,-29.447872161865234,18.61901092529297,-1.4706364870071411,2
7878,1640195338.7939086,23678.7,20416000,1822.97265625,576.1117553710938,62.84352493286133,40.71760559082031,23.792953491210938,-1.667035698890686,0
7879,1640195341.977376,23683.7,20418560,1989.6741943359375,564.0847778320312,-12.904326438903809,-26.636669158935547,15.22331428527832,-1.490971565246582,0
7880,1640195345.0025272,23683.7,20421120,1982.26171875,696.0035400390625,36.7684440612793,20.44271469116211,17.780460357666016,-1.4547309875488281,0
7881,1640195348.4479249,23688.7,20423680,1393.742431640625,716.5269775390625,72.9830322265625,48.163818359375,26.552635192871094,-1.7334208488464355,3
7882,1640195351.8641727,23693.7,20426240,3973.385498046875,748.6293334960938,-1.7715771198272705,-30.97439956665039,30.65076446533203,-1.4479420185089111,5
7883,1640195354.7299538,23693.7,20428800,1541.2322998046875,686.8488159179688,45.04472351074219,28.161094665527344,18.357336044311523,-1.4737106561660767,2
7884,1640195358.08594,23698.7,20431360,2115.5693359375,584.8218994140625,24.509963989257812,4.93428897857666,21.099315643310547,-1.5236396789550781,0
7885,1640195360.7914295,23698.7,20433920,2880.343017578125,674.4730834960938,-23.17167091369629,-32.098243713378906,10.558996200561523,-1.6324230432510376,1
7886,1640195364.0589643,23703.7,20436480,6530.013671875,750.9410400390625,-3.817744255065918,-14.88319206237793,12.640106201171875,-1.5746582746505737,1
7887,1640195367.8126454,23708.7,20439040,1277.687255859375,654.6925659179688,28.290903091430664,16.808162689208984,13.073935508728027,-1.5911953449249268,2
7888,1640195370.7054703,23708.7,20441600,953.7986450195312,790.9285278320312,5.985324859619141,-4.3059797286987305,11.72452449798584,-1.4332197904586792,0
7889,1640195374.136469,23713.8,20444160,4824.19384765625,669.0601806640625,-26.027990341186523,-41.17764663696289,16.473770141601562,-1.3241138458251953,1
7890,1640195377.0977962,23718.8,20446720,2212.12353515625,635.400390625,-27.353178024291992,-45.61524200439453,19.651626586914062,-1.3895634412765503,1
7891,1640195380.631138,23718.8,20449280,5914.02734375,561.9722900390625,41.808101654052734,30.549972534179688,12.75685977935791,-1.4987279176712036,0
7892,1640195383.6806111,23723.8,20451840,1509.7781982421875,425.7035217285156,-20.435461044311523,-31.70155143737793,12.777128219604492,-1.5110381841659546,2
7893,1640195386.9262676,23728.8,20454400,5294.13232421875,435.9093933105469,64.72396087646484,58.20757293701172,8.142637252807617,-1.6262485980987549,2
7894,1640195390.302923,23728.8,20456960,2833.123779296875,416.81719970703125,56.316837310791016,33.48591232299805,24.39280128479004,-1.5618786811828613,1
7895,1640195394.1283863,23733.8,20459520,2563.53955078125,417.87774658203125,55.712100982666016,40.58668899536133,16.536338806152344,-1.410926342010498,7
7896,1640195397.024683,23738.8,20462080,1595.6363525390625,460.9164123535156,-34.330787658691406,-44.92586135864258,11.8766450881958,-1.281569242477417,1
7897,1640195400.2700992,23738.8,20464640,1322.017822265625,541.0265502929688,-22.3275203704834,-41.42463684082031,20.739553451538086,-1.6424365043640137,1
7898,1640195403.4848418,23743.8,20467200,1422.516845703125,575.89453125,-29.01838493347168,-39.57929229736328,11.940279960632324,-1.3793727159500122,1
7899,1640195406.7380316,23748.8,20469760,1258.240966796875,665.650390625,65.81082916259766,54.29327392578125,12.856805801391602,-1.339246392250061,0
7900,1640195410.3714247,23748.8,20472320,2729.147705078125,614.4000244140625,-22.60467529296875,-47.616607666015625,26.47675323486328,-1.464820146560669,2
7901,1640195414.0248663,23753.8,20474880,3197.72314453125,480.9972839355469,2.5143141746520996,-12.241196632385254,16.225486755371094,-1.4699758291244507,0
7902,1640195417.439247,23758.8,20477440,2477.415771484375,541.1843872070312,13.509729385375977,-5.24970006942749,20.132606506347656,-1.3731766939163208,1
7903,1640195420.2315571,23758.8,20480000,490.5039367675781,523.8359375,28.704938888549805,9.616867065429688,20.432727813720703,-1.3446553945541382,2
7904,1640195423.4913862,23763.8,20482560,3751.1953125,666.1304931640625,-23.969453811645508,-54.23419189453125,31.617033004760742,-1.3522955179214478,1
7905,1640195426.9012046,23768.8,20485120,4370.85546875,613.4620971679688,-25.723373413085938,-40.045921325683594,15.701169967651367,-1.3786216974258423,2
7906,1640195430.4065487,23768.8,20487680,4347.6513671875,602.6828002929688,41.929969787597656,26.540945053100586,16.711185455322266,-1.3221582174301147,3
7907,1640195433.7133267,23773.8,20490240,1000.5366821289062,719.1226806640625,28.902109146118164,1.9516469240188599,28.22726058959961,-1.2767986059188843,2
7908,1640195437.212901,23778.8,20492800,1464.0341796875,554.2859497070312,-35.582149505615234,-51.664649963378906,17.372249603271484,-1.2897498607635498,2
7909,1640195440.5535436,23778.8,20495360,8501.4140625,585.1461181640625,-2.7541847229003906,-17.970802307128906,16.48409652709961,-1.2674790620803833,1
7910,1640195443.9287324,23783.8,20497920,4939.94091796875,545.2027587890625,74.49805450439453,59.527408599853516,16.259952545166016,-1.2893049716949463,0
7911,1640195447.5272503,23788.8,20500480,3947.278076171875,489.3421936035156,-6.398019313812256,-30.762296676635742,25.65761375427246,-1.2933365106582642,4
7912,1640195450.5944862,23788.8,20503040,618.117919921875,501.50665283203125,39.84193801879883,33.40139389038086,7.743875503540039,-1.3033323287963867,0
7913,1640195453.9020247,23793.8,20505600,4872.666015625,522.1968994140625,53.239200592041016,15.370908737182617,39.038780212402344,-1.170488953590393,3
7914,1640195457.1038058,23798.8,20508160,2126.15673828125,504.4906311035156,13.309826850891113,-4.341778755187988,18.996429443359375,-1.3448240756988525,2
7915,1640195460.3896947,23798.8,20510720,1656.387451171875,534.8515625,36.855621337890625,26.1180477142334,12.137655258178711,-1.4000828266143799,1
7916,1640195463.9595997,23803.8,20513280,3704.19384765625,532.4539184570312,1.5460395812988281,-12.309062957763672,15.2736234664917,-1.4185209274291992,2
7917,1640195466.4484117,23808.8,20515840,2434.024169921875,559.2086181640625,22.930971145629883,8.795732498168945,15.487798690795898,-1.3525601625442505,1
7918,1640195469.8135934,23808.8,20518400,1597.0333251953125,632.8136596679688,3.7216553688049316,-16.730010986328125,21.61129379272461,-1.1596274375915527,2
7919,1640195473.6489942,23813.8,20520960,1495.85107421875,597.6277465820312,25.334880828857422,-11.09698486328125,37.67842102050781,-1.2465547323226929,3
7920,1640195476.8842762,23818.8,20523520,3295.57373046875,567.5484619140625,17.706832885742188,11.806093215942383,7.341106414794922,-1.4403669834136963,0
7921,1640195480.1501126,23818.8,20526080,3370.9580078125,611.1511840820312,-42.57268142700195,-61.07466125488281,19.95549201965332,-1.4535115957260132,1
7922,1640195483.9632146,23823.8,20528640,3268.9345703125,626.720703125,-13.761528015136719,-45.48112487792969,33.206695556640625,-1.4870983362197876,4
7923,1640195486.7971594,23828.8,20531200,1089.7628173828125,610.5421752929688,9.063506126403809,-0.11395907402038574,10.592874526977539,-1.4154093265533447,0
7924,1640195490.5987208,23828.8,20533760,6582.79296875,702.8558959960938,62.76753234863281,39.129669189453125,24.914417266845703,-1.276548981666565,3
7925,1640195493.8479452,23833.8,20536320,3496.42724609375,608.0086059570312,-10.991619110107422,-35.20832443237305,25.54421615600586,-1.3275105953216553,0
7926,1640195497.3428671,23838.9,20538880,2997.537841796875,555.2289428710938,17.30838966369629,3.5272233486175537,15.241093635559082,-1.4599257707595825,3
7927,1640195503.9329083,23843.9,20544000,4428.96826171875,617.9664306640625,-15.51244831085205,-36.72999572753906,22.548019409179688,-1.3304716348648071,2
7928,1640195507.096855,23848.9,20546560,2472.98681640625,619.36328125,16.234058380126953,6.5926313400268555,11.113344192504883,-1.4719167947769165,3
7929,1640195510.3919675,23848.9,20549120,1604.903076171875,603.7875366210938,-2.0332107543945312,-19.24853515625,18.72039031982422,-1.5050657987594604,1
7930,1640195513.5357769,23853.9,20551680,4152.2724609375,679.2488403320312,-21.405176162719727,-34.60047149658203,14.697675704956055,-1.5023807287216187,3
7931,1640195516.8707693,23858.9,20554240,6908.85693359375,628.3668212890625,39.38875961303711,27.16037940979004,13.523202896118164,-1.2948219776153564,2
7932,1640195520.0681825,23858.9,20556800,4337.62939453125,515.78515625,36.08141326904297,22.482791900634766,14.952879905700684,-1.3542587757110596,2
7933,1640195523.0074086,23863.9,20559360,750.0578002929688,659.41015625,-9.29018497467041,-17.37444305419922,9.292922973632812,-1.2086652517318726,2
7934,1640195525.9542296,23863.9,20561920,4923.087890625,674.5625,36.55144119262695,26.45928955078125,11.39549446105957,-1.303340196609497,2
7935,1640195529.1271858,23868.9,20564480,1671.4744873046875,559.2652587890625,-29.519542694091797,-45.41059875488281,17.251049041748047,-1.3599934577941895,3
7936,1640195532.6023452,23873.9,20567040,4852.6513671875,524.5086059570312,-11.495431900024414,-30.347787857055664,20.195886611938477,-1.343530297279358,1
7937,1640195535.8147812,23873.9,20569600,2960.149658203125,457.34063720703125,30.71246337890625,19.189455032348633,12.90646743774414,-1.383460521697998,2
7938,1640195539.072784,23878.9,20572160,3075.864990234375,434.07305908203125,-62.211090087890625,-83.96139526367188,23.110675811767578,-1.3603719472885132,2
7939,1640195542.3931975,23883.9,20574720,3653.654052734375,465.2496032714844,-43.84931182861328,-54.61526107788086,12.316770553588867,-1.5508198738098145,2
7940,1640195545.7163002,23883.9,20577280,1945.2021484375,319.85546875,43.3933219909668,35.543460845947266,9.353828430175781,-1.5039660930633545,2
7941,1640195548.73999,23888.9,20579840,3230.251953125,447.2281188964844,29.603500366210938,23.742359161376953,7.309232711791992,-1.4480921030044556,0
7942,1640195551.8892803,23893.9,20582400,924.1029052734375,398.279296875,-6.925738334655762,-12.091031074523926,6.479359149932861,-1.3140664100646973,1
7943,1640195555.0968251,23893.9,20584960,1664.3675537109375,490.1773376464844,-12.2894868850708,-19.779582977294922,9.033975601196289,-1.5438791513442993,0
7944,1640195558.3886843,23898.9,20587520,2931.7314453125,570.7945556640625,53.3496208190918,43.97682189941406,11.089117050170898,-1.7163196802139282,0
7945,1640195561.6551225,23903.9,20590080,1636.7662353515625,551.1664428710938,-26.678680419921875,-46.25688171386719,21.00273895263672,-1.424538016319275,1
7946,1640195565.2535868,23903.9,20592640,2514.7255859375,432.81719970703125,10.715106964111328,-3.048511028289795,15.139307975769043,-1.3756904602050781,1
7947,1640195568.7498136,23908.9,20595200,922.5584716796875,428.095703125,59.61375045776367,47.85475540161133,13.277909278869629,-1.5189117193222046,4
7948,1640195572.1316059,23913.9,20597760,2423.5712890625,391.712890625,37.14400863647461,18.979034423828125,19.646360397338867,-1.4813870191574097,3
7949,1640195578.4096513,23918.9,20602880,2109.54931640625,518.4542846679688,-27.858240127563477,-46.827186584472656,20.415931701660156,-1.4469847679138184,3
7950,1640195581.6896508,23923.9,20605440,1892.1959228515625,541.0543212890625,78.85873413085938,54.841487884521484,25.426984786987305,-1.4097329378128052,1
7951,1640195585.035524,23923.9,20608000,4556.95458984375,484.1929626464844,-34.849609375,-54.10801315307617,20.556154251098633,-1.2977532148361206,2
7952,1640195588.0312228,23928.9,20610560,1146.0498046875,531.9851684570312,96.6275634765625,64.31419372558594,33.651161193847656,-1.3377878665924072,0
7953,1640195591.7836914,23933.9,20613120,2577.778076171875,553.9722900390625,-16.438257217407227,-49.29527282714844,34.34403610229492,-1.4870197772979736,1
7954,1640195594.8732927,23933.9,20615680,2401.183837890625,475.318359375,-4.994836330413818,-21.8762149810791,18.250446319580078,-1.3690675497055054,2
7955,1640195597.9059556,23938.9,20618240,1439.43310546875,526.9136962890625,-7.300480842590332,-19.035764694213867,13.11164379119873,-1.3763599395751953,1
7956,1640195601.4594288,23943.9,20620800,2440.285888671875,481.4172058105469,17.560815811157227,5.255332946777344,13.765274047851562,-1.4597913026809692,1
7957,1640195604.6047535,23943.9,20623360,3236.0869140625,574.9234619140625,35.74163055419922,19.798858642578125,17.413522720336914,-1.4707489013671875,2
7958,1640195611.0867198,23948.9,20628480,2729.1572265625,607.029296875,11.317272186279297,-4.996545791625977,17.712018966674805,-1.3982007503509521,2
7959,1640195614.6607246,23953.9,20631040,5638.404296875,656.0831909179688,23.539106369018555,-13.729616165161133,38.55632019042969,-1.2875969409942627,1
7960,1640195617.8521626,23959.0,20633600,2790.858154296875,484.44610595703125,78.46896362304688,33.18544006347656,46.8106803894043,-1.5271626710891724,0
7961,1640195620.9413846,23959.0,20636160,4472.19140625,464.1097717285156,18.088253021240234,7.334892272949219,12.195556640625,-1.4421957731246948,1
7962,1640195624.4942124,23964.0,20638720,3031.727294921875,393.2933654785156,23.031875610351562,-10.012845993041992,34.413597106933594,-1.368876338005066,1
7963,1640195627.6441162,23969.0,20641280,485.8273620605469,478.9058532714844,-9.770162582397461,-31.498802185058594,23.12171173095703,-1.3930716514587402,2
7964,1640195630.6693058,23969.0,20643840,4601.369140625,427.8609313964844,-31.29609489440918,-55.970951080322266,25.876178741455078,-1.2013225555419922,3
7965,1640195634.0106514,23974.0,20646400,3058.96533203125,483.4515686035156,-23.41923713684082,-44.927879333496094,22.943397521972656,-1.4347552061080933,1
7966,1640195637.5489845,23979.0,20648960,3071.583984375,400.4140625,2.271764039993286,-11.415077209472656,15.206982612609863,-1.520141363143921,3
7967,1640195640.7836933,23979.0,20651520,629.935791015625,368.6988220214844,106.67855834960938,76.01473236083984,32.148193359375,-1.4843664169311523,1
7968,1640195644.1773791,23984.0,20654080,3558.08154296875,382.75,15.363088607788086,0.9794661998748779,15.749881744384766,-1.3662583827972412,1
7969,1640195647.4792876,23989.0,20656640,605.0009155273438,354.9820251464844,7.926604270935059,-2.669980764389038,12.078447341918945,-1.481862187385559,1
7970,1640195650.55928,23989.0,20659200,1740.4700927734375,366.56524658203125,33.11188507080078,14.131845474243164,20.34640884399414,-1.3663692474365234,1
7971,1640195653.9345152,23994.0,20661760,1185.3580322265625,423.5062561035156,69.16171264648438,51.0214958190918,19.466964721679688,-1.326753854751587,2
7972,1640195657.3115227,23999.0,20664320,2699.87548828125,510.26446533203125,1.9544787406921387,-15.719099998474121,19.096519470214844,-1.422940731048584,1
7973,1640195660.5621336,23999.0,20666880,1570.2896728515625,488.7355651855469,-27.120227813720703,-46.391822814941406,20.69877815246582,-1.4271836280822754,1
7974,1640195663.2474256,24004.0,20669440,1807.46240234375,566.9332275390625,30.600692749023438,20.42951202392578,11.637712478637695,-1.4665298461914062,0
7975,1640195666.3513832,24009.0,20672000,5150.38623046875,653.013671875,40.12715530395508,25.780925750732422,15.717835426330566,-1.3716048002243042,0
7976,1640195669.3392153,24009.0,20674560,3775.876953125,670.2734375,-24.297304153442383,-48.731292724609375,25.941843032836914,-1.5078538656234741,1
7977,1640195672.9970326,24014.0,20677120,1755.279296875,688.6363525390625,22.20863151550293,9.177868843078613,14.525489807128906,-1.4947268962860107,2
7978,1640195675.9773712,24014.0,20679680,1406.8575439453125,566.8707275390625,-48.90690994262695,-62.79109191894531,15.325632095336914,-1.4414499998092651,1
7979,1640195679.0686958,24019.0,20682240,1574.3636474609375,672.7902221679688,17.03729248046875,4.479590892791748,14.046021461486816,-1.4883193969726562,2
7980,1640195682.2103648,24024.0,20684800,3691.52734375,570.1051025390625,29.130840301513672,17.216461181640625,13.30131721496582,-1.3869383335113525,3
7981,1640195685.4126387,24024.0,20687360,3041.129150390625,646.0492553710938,-5.920338153839111,-23.502410888671875,19.102426528930664,-1.5203536748886108,0
7982,1640195688.9354453,24029.1,20689920,3266.00537109375,515.7289428710938,29.569997787475586,17.365516662597656,13.694748878479004,-1.4902669191360474,3
7983,1640195692.1561413,24034.1,20692480,5376.6923828125,526.5031127929688,42.99824142456055,30.901485443115234,13.529073715209961,-1.4323152303695679,1
7984,1640195695.0682783,24034.1,20695040,968.665283203125,494.8187561035156,-11.182686805725098,-26.244205474853516,16.48195457458496,-1.420436143875122,2
7985,1640195698.4400222,24039.1,20697600,2039.295166015625,606.4976806640625,4.534873008728027,-13.310839653015137,19.238462448120117,-1.3927497863769531,1
7986,1640195701.6241636,24044.1,20700160,1559.887939453125,585.2426147460938,1.0187294483184814,-5.2303242683410645,7.6445817947387695,-1.3955280780792236,2
7987,1640195705.0050995,24044.1,20702720,1369.894775390625,479.59063720703125,59.0687370300293,48.51611328125,11.972112655639648,-1.4194920063018799,2
7988,1640195708.3501465,24049.1,20705280,3200.3759765625,526.9848022460938,27.15027618408203,12.341482162475586,15.96098518371582,-1.1521908044815063,2
7989,1640195711.6625752,24054.1,20707840,3186.469970703125,531.6398315429688,18.560916900634766,-12.201502799987793,32.02532958984375,-1.2629098892211914,1
7990,1640195714.9768233,24054.1,20710400,1276.29638671875,552.6937866210938,-9.228693008422852,-23.67913055419922,15.906461715698242,-1.4560240507125854,0
7991,1640195718.1677113,24059.1,20712960,3637.47900390625,515.2574462890625,-25.080339431762695,-41.400169372558594,17.79395866394043,-1.4741294384002686,1
7992,1640195721.3757763,24064.1,20715520,5681.56640625,528.8211059570312,27.390287399291992,12.318243980407715,16.402650833129883,-1.3306059837341309,0
7993,1640195724.4611084,24064.1,20718080,853.5390625,503.2945251464844,3.4246344566345215,-10.696598052978516,15.404766082763672,-1.2835334539413452,2
7994,1640195728.2437646,24069.2,20720640,2387.406982421875,489.36602783203125,-0.02242720127105713,-10.425180435180664,11.617658615112305,-1.2149053812026978,0
7995,1640195731.7364957,24074.2,20723200,2658.7255859375,470.552734375,24.609888076782227,8.194938659667969,17.692596435546875,-1.277647852897644,0
7996,1640195735.0088382,24074.2,20725760,875.3092041015625,628.7015991210938,-2.7091853618621826,-16.565799713134766,15.070053100585938,-1.2134387493133545,3
7997,1640195738.0071583,24079.2,20728320,1274.992431640625,609.6500244140625,-0.9485137462615967,-14.988553047180176,15.399309158325195,-1.3592698574066162,1
7998,1640195741.4926667,24084.2,20730880,3855.7705078125,700.9367065429688,56.13707733154297,41.998619079589844,15.509584426879883,-1.3711260557174683,4
7999,1640195744.711564,24084.2,20733440,3776.08837890625,624.3527221679688,-2.8745789527893066,-17.17183494567871,15.828007698059082,-1.5307515859603882,1
8000,1640195748.4085839,24089.2,20736000,7326.04638671875,586.7374877929688,42.593841552734375,30.504959106445312,13.541494369506836,-1.4526143074035645,2
8001,1640195751.4769528,24094.2,20738560,1670.750732421875,574.0953369140625,-4.264712810516357,-17.578691482543945,14.683130264282227,-1.3691515922546387,1
8002,1640195754.519383,24094.2,20741120,2387.505615234375,627.6812744140625,32.317359924316406,13.02035903930664,20.475589752197266,-1.1785892248153687,3
8003,1640195757.927802,24099.2,20743680,1942.534423828125,487.4839782714844,-22.71587371826172,-36.4984016418457,15.110235214233398,-1.3277068138122559,1
8004,1640195760.86511,24099.2,20746240,4973.390625,632.6312866210938,9.483829498291016,-10.796032905578613,21.616195678710938,-1.3363336324691772,1
8005,1640195764.1534693,24104.2,20748800,2014.624267578125,518.4703369140625,57.91485595703125,41.912391662597656,17.541484832763672,-1.5390223264694214,2
8006,1640195767.2618709,24109.2,20751360,3049.12353515625,535.9992065429688,5.934324264526367,-11.879429817199707,19.332130432128906,-1.518376111984253,1
8007,1640195771.1424074,24109.2,20753920,2405.349609375,456.4300842285156,23.608470916748047,6.642695426940918,18.32268714904785,-1.3569107055664062,1
8008,1640195774.2364051,24114.2,20756480,4372.296875,564.2800903320312,33.28487777709961,13.644021034240723,20.945281982421875,-1.3044248819351196,5
8009,1640195777.2778068,24119.2,20759040,9260.99609375,432.578125,-20.369266510009766,-28.49614143371582,9.594564437866211,-1.4676895141601562,0
8010,1640195780.3587759,24119.2,20761600,1474.39208984375,464.9976501464844,33.05044937133789,14.79867935180664,19.596881866455078,-1.3451123237609863,2
8011,1640195783.7488353,24124.2,20764160,3336.51025390625,425.62774658203125,-8.684150695800781,-19.659826278686523,12.484603881835938,-1.5089287757873535,1
8012,1640195787.2135646,24129.2,20766720,2751.285888671875,436.220703125,-46.94425964355469,-77.39228820800781,31.803802490234375,-1.3557740449905396,3
8013,1640195790.5683722,24129.2,20769280,2672.75048828125,316.6359558105469,36.82005310058594,27.787303924560547,10.368583679199219,-1.3358362913131714,1
8014,1640195793.713009,24134.2,20771840,1209.8470458984375,409.6379089355469,1.1519882678985596,-4.372125148773193,6.921274185180664,-1.3971607685089111,1
8015,1640195796.9335134,24139.2,20774400,986.228759765625,430.375,46.067420959472656,39.40541458129883,7.933058738708496,-1.2710539102554321,3
8016,1640195799.9243984,24139.2,20776960,1638.85791015625,442.828125,13.504419326782227,-4.300688743591309,19.038719177246094,-1.2336111068725586,1
8017,1640195803.0600798,24144.2,20779520,2023.961181640625,477.61407470703125,31.553016662597656,15.765737533569336,16.982662200927734,-1.1953802108764648,1
8018,1640195806.286869,24144.2,20782080,1274.064453125,572.1644897460938,20.33611488342285,7.743539810180664,13.917757034301758,-1.325182318687439,2
8019,1640195810.0017521,24149.2,20784640,1040.22412109375,486.0210876464844,-47.20322799682617,-58.57388687133789,12.658238410949707,-1.287577509880066,5
8020,1640195813.0113204,24154.2,20787200,2683.90478515625,537.4093627929688,8.545819282531738,-2.5679931640625,12.344514846801758,-1.2307027578353882,2
8021,1640195816.016915,24154.2,20789760,2070.69384765625,555.2379150390625,1.7717095613479614,-6.569000720977783,9.512372016906738,-1.1716617345809937,0
8022,1640195819.6090834,24159.2,20792320,2361.353515625,537.6597900390625,17.35584259033203,4.742293357849121,13.818000793457031,-1.204453468322754,1
8023,1640195822.7066777,24164.2,20794880,3965.96044921875,568.8148803710938,-0.4538276195526123,-25.932870864868164,26.690343856811523,-1.2113006114959717,2
8024,1640195826.457882,24169.2,20797440,4320.9306640625,579.2918090820312,-28.766952514648438,-50.51019287109375,23.023019790649414,-1.279780387878418,1
8025,1640195829.6554377,24169.2,20800000,3429.401123046875,400.9652404785156,48.669151306152344,32.29486083984375,17.79914093017578,-1.4248523712158203,1
8026,1640195832.7605298,24174.2,20802560,848.4291381835938,435.8078308105469,40.64752197265625,31.105533599853516,10.901634216308594,-1.3596447706222534,0
8027,1640195836.0675054,24174.2,20805120,1413.27587890625,527.8890991210938,32.21868896484375,20.49018096923828,13.108146667480469,-1.3796398639678955,0
8028,1640195839.580606,24179.2,20807680,3493.803466796875,520.8738403320312,-6.058211326599121,-17.009159088134766,12.20277214050293,-1.2518246173858643,3
8029,1640195842.8931112,24184.2,20810240,8626.296875,410.6781311035156,26.236928939819336,15.646608352661133,11.976259231567383,-1.3859392404556274,3
8030,1640195846.015021,24184.2,20812800,1689.96630859375,435.73126220703125,14.953363418579102,4.422675609588623,11.943605422973633,-1.4129185676574707,1
8031,1640195849.2005365,24189.2,20815360,979.5477294921875,438.1750183105469,6.9891533851623535,-5.275287628173828,13.462871551513672,-1.1984304189682007,1
8032,1640195853.1218116,24194.3,20817920,1766.9794921875,426.72540283203125,-4.86209774017334,-28.475738525390625,24.74445343017578,-1.1308125257492065,3
8033,1640195856.4930875,24199.3,20820480,1254.1055908203125,483.24609375,29.080739974975586,17.122251510620117,13.203638076782227,-1.2451504468917847,0
8034,1640195859.5813227,24199.3,20823040,1557.0706787109375,474.53515625,21.953187942504883,2.768517017364502,20.41824722290039,-1.2335766553878784,1
8035,1640195863.205567,24204.3,20825600,4019.3662109375,447.8355407714844,-20.389131546020508,-49.13398742675781,29.92946434020996,-1.1846086978912354,2
8036,1640195866.0811162,24204.3,20828160,3359.372802734375,439.62384033203125,-2.5007286071777344,-15.542893409729004,14.242302894592285,-1.200137972831726,3
8037,1640195869.142625,24209.3,20830720,4153.412109375,396.9445495605469,37.385643005371094,22.620685577392578,16.07186508178711,-1.3069064617156982,2
8038,1640195872.5891714,24214.3,20833280,2602.562255859375,439.67657470703125,-4.287154197692871,-23.230457305908203,20.236494064331055,-1.2931910753250122,2
8039,1640195875.5910213,24214.3,20835840,764.0971069335938,397.83282470703125,60.61673355102539,49.69684600830078,12.341256141662598,-1.4213687181472778,1
8040,1640195879.0685248,24219.3,20838400,1668.1328125,428.77734375,36.2851676940918,11.489969253540039,26.17923355102539,-1.3840373754501343,5
8041,1640195882.3946717,24224.3,20840960,1682.1292724609375,441.74609375,-15.602614402770996,-33.0538444519043,18.734163284301758,-1.2829333543777466,4
8042,1640195885.06243,24224.3,20843520,930.7621459960938,502.2316589355469,34.53776550292969,22.88819122314453,12.818122863769531,-1.16854989528656,2
8043,1640195888.4565556,24229.3,20846080,605.718994140625,471.4375,-11.055405616760254,-26.537979125976562,16.773929595947266,-1.2913557291030884,0
8044,1640195891.6995108,24234.3,20848640,2369.8642578125,516.8038940429688,-14.40102767944336,-29.618629455566406,16.381675720214844,-1.1640738248825073,5
8045,1640195894.797477,24234.3,20851200,2860.6865234375,519.23046875,16.269987106323242,-7.461295127868652,25.03943634033203,-1.3081529140472412,2
8046,1640195897.7010481,24239.3,20853760,2640.848388671875,614.0758056640625,-6.809069633483887,-24.59762954711914,19.13983917236328,-1.351279377937317,3
8047,1640195900.8570724,24239.3,20856320,2575.544189453125,442.02227783203125,-5.327706813812256,-17.81945037841797,13.817291259765625,-1.3255475759506226,1
8048,1640195904.2052972,24244.3,20858880,1726.53662109375,612.1238403320312,31.3319149017334,13.650300979614258,18.987625122070312,-1.3060086965560913,2
8049,1640195907.801119,24249.3,20861440,1493.1048583984375,397.6875,9.800763130187988,-0.802440881729126,11.891548156738281,-1.2883445024490356,1
8050,1640195911.0410488,24249.3,20864000,2446.84716796875,552.3152465820312,-46.0217170715332,-73.92764282226562,29.303306579589844,-1.3973824977874756,1
8051,1640195914.8642132,24254.3,20866560,6198.94287109375,592.400390625,-11.407971382141113,-39.68329620361328,29.635555267333984,-1.3602304458618164,6
8052,1640195918.225575,24259.3,20869120,2396.9423828125,367.85235595703125,42.65207290649414,31.672321319580078,12.545336723327637,-1.5655847787857056,2
8053,1640195921.3049927,24259.3,20871680,1731.924560546875,396.4125061035156,-41.227447509765625,-49.139503479003906,9.329809188842773,-1.4177557229995728,1
8054,1640195924.6049507,24264.3,20874240,2442.57861328125,444.22930908203125,-10.895503997802734,-19.365821838378906,10.034233093261719,-1.563915729522705,2
8055,1640195927.5595071,24269.3,20876800,625.9922485351562,464.99102783203125,32.053199768066406,24.62445068359375,8.677459716796875,-1.248712420463562,1
